Date,Day of the week,Event title,Venue,Location,start time,end time,startdatetime,description,price_dollar,price range,RSVP,minimum age,URL event,URL venue,URL address,URL image
"June 18, 2026",Thursday,Live reggae from Roots Alley Collective featuring special guest Dion Knibb,Kendall/MIT Open Space,292 Main St.,12:00,14:00,1781798400,"In celebration of Juneteenth and presented in collaboration with MIT Sloan School of Management and MIT’s African, Black, American, Caribbean Employee Resource Group, enjoy live music plus delicious food truck options, lawn games and more.",0,,yes,,https://www.eventbrite.com/e/celebrate-juneteenth-tickets-1983815981002,,"https://www.google.com/maps/place/Suffolk+Bldg,+292+Main+St,+Cambridge,+MA+02142/data=!4m2!3m1!1s0x89e370af51416ca3:0x4713f373c784e025?sa=X&ved=2ahUKEwjhvr3MtfH3AhUej4kEHdIdA2AQ8gF6BAgMEAE",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179047499%2F564569046745%2F1%2Foriginal.20260304-203151?crop=focalpoint&fit=crop&w=940&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=fcd83e5aa4b311c3a257b3d6b8144303
"June 18, 2026",Thursday,Park Sounds: Juneteenth Celebration with Tim Hall,Cambridge Main Library,449 Broadway,16:00,17:30,1781812800,"PARK SOUNDS 2026 brings free outdoor musical performances featuring local artists to the front lawn of the Cambridge Public Library Main Branch. Tim Hall is an award-winning musician, performance poet and producer from Detroit who performs warm neo soul, jazz, and hip hop influenced music. The events are all-ages. Bring a chair, food and loved ones to celebrate the summer.",0,,,,https://www.cambridgema.gov/citycalendar/view.aspx?guid=17624561edbf4056b77fab866aa37471,,"https://www.google.com/maps/place/449+Broadway,+Cambridge,+MA+02138/@42.3741465,-71.1132964,17z/data=!4m6!3m5!1s0x89e37745be2584c3:0x527bf355e32f9d3d!8m2!3d42.3741465!4d-71.1107215!16s/g/11c4gnm2t4?entry=ttu",https://www.cambridgema.gov/-/media/Images/cambridgepubliclibrary/libcaleventimages/16834090.jpg
"June 19, 2026",Friday,Soccer Watch Party: Scotland vs. Morocco,Inman Square,"Inman Square, Cambridge St. between Springfield and Prospect streets.",17:00,21:00,1781902800,"Enjoy free food, face painting, soccer activities and live entertainment. This event is part of “Cambridge United: Where the World Comes Together,” a citywide series of free, outdoor soccer screenings and community celebrations throughout summer 2026.",0,,,,https://www.cambridgema.gov/citycalendar/view.aspx?guid=a95a907465784163b05d64885135fad0,,,https://www.cambridgema.gov/-/media/Images/communitydevelopmentdepartment/worldcupflyerpng.png
"June 19, 2026",Friday,Jack Grady performs,The Rockwell,255 Elm St.,21:30,,1781919000,"Jack Grady is a comedy magician whose chaotic, unpredictable style has earned him a cult following and millions of fans across the internet.",,20-30,,21,https://therockwell.org/calendar/jack-grady/,https://therockwell.org/,"https://maps.google.com/maps?q=255+Elm+St.,+Somerville&client=safari&oe=UTF-8&hnear=255+Elm+St,+Somerville,+Middlesex,+Massachusetts+02144&gl=us&t=m&z=16",https://therockwell.org/wp-content/uploads/2026/04/Jack-Grady-Square-w-Date.png
"June 20, 2026",Saturday,¡Música! with Mariana Iranzi,Cambridge Library Valente Branch,826 Cambridge St.,15:00,,1781982000,A bilingual family concert in English and Spanish. Recommended for children of all ages and their caregivers.,0,,,,https://www.cambridgema.gov/citycalendar/view.aspx?guid=8e4001fe2afb413c932f6bed84e9dd36,,"https://www.google.com/maps/place/826+Cambridge+St,+Cambridge,+MA+02141/data=!4m2!3m1!1s0x89e370b6b344e6db:0xa0ebfa685d08bac0?sa=X&ved=2ahUKEwj10Y_fnrHnAhVDheAKHTGfBhcQ8gEwAHoECAkQAQ",https://www.cambridgema.gov/-/media/Images/cambridgepubliclibrary/libcaleventimages/16785642.jpg
"June 20, 2026",Saturday,Saturday Salsa night: La Diáspora Combo,Lou’s,13 Brattle St,19:00,21:00,1781996400,"Led by lead vocalist and multi-instrumentalist Angel Javier Camilo, La Diáspora Combo is an intergenerational collective of musicians from Latin America and the United States. Rooted in diasporic identity and community, the ensemble brings high-energy, dance-forward performances of salsa, merengue, and bachata.",,30-50,,,https://www.wearelous.com/lous-live/diaspora-combo-salsa-night,,"https://www.google.com/maps/place/Lou's/@42.3735322,-71.1228071,17z/data=!3m1!4b1!4m6!3m5!1s0x89e3772eee307a71:0xf7a6d08f5340c31b!8m2!3d42.3735322!4d-71.1202322!16s%2Fg%2F11xnlcclst?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",http://static1.squarespace.com/static/6830821e6a54851909cfd7d0/685a118a5a27cf4a3c4a6d60/6a0b17b01b9c92041319fb73/1779472897691/La+Diaspora+1.jpg?format=1500w
"June 21, 2026",Sunday,Mount Auburn Summer Solstice 2026,Mount Auburn Cemetery,580 Mount Auburn St.,10:00,18:00,1782050400,"Offerings of free and paid activities including mindfulness walks, yoga, a cyanotype making workshop, meditation, a poetry reading and community concert.",0,,yes,,https://www.eventbrite.com/e/summer-solstice-2026-tickets-1987645595482,,"https://maps.google.com/maps?q=mount+auburn+cemetery+massachusetts&client=safari&oe=UTF-8&fb=1&gl=us&hq=Mount+Auburn+Cemetery&hnear=0x89e370a5cb30cc5f:0xc53a8e6489686c87,Cambridge,+MA&cid=0,0,2071649309802288889&t=m&z=16",https://www.eventbrite.com/e/_next/image?url=https%3A%2F%2Fimg.evbuc.com%2Fhttps%253A%252F%252Fcdn.evbuc.com%252Fimages%252F1182354686%252F2917187809101%252F1%252Foriginal.20260416-194821%3Fcrop%3Dfocalpoint%26fit%3Dcrop%26w%3D940%26auto%3Dformat%252Ccompress%26q%3D75%26sharp%3D10%26fp-x%3D0.973%26fp-y%3D0.959%26s%3D578a3e2275a20b3d96ff853a884f4ad1&w=1880&q=75
"June 21, 2026",Sunday,Summer Solstice Celebration 2026: Night at the Harvard Museums of Science & Culture,Peabody Museum of Archaeology & Ethnology,11 Divinity Ave.,17:00,21:00,1782075600,"Enjoy live music and performers, play lawn games and make a flower crown. Ice cream, beverages and food will be available for purchase from food trucks.",0,,,,https://hmsc.harvard.edu/calendar_event/summer-solstice/,,"https://www.google.com/maps/place/11+Divinity+Ave,+Cambridge,+MA+02138/data=!4m2!3m1!1s0x89e37746d138370f:0x865199e887b88cfa?sa=X&ved=2ahUKEwjTlbDAt_T6AhVArokEHRNzCTIQ8gF6BAgHEAE",https://hmsc.harvard.edu/wp-content/themes/harvard-flex/img/harvard-logo.svg
"June 22, 2026",Monday,Cambridge Cooks: Caribbean Heritage Month Edition with Chef Gaitskell,"Cambridge Main Library, Community Room",449 Broadway,18:00,19:30,1782165600,Join Chef Gaitskell Cleghorn Jr. as he prepares jerk chicken and mango salsa in celebration of Caribbean-American Heritage Month.,0,,yes,,https://www.cambridgema.gov/citycalendar/view.aspx?guid=acd5bcada4aa468588cf9a294f8cafb1,,"https://www.google.com/maps/place/449+Broadway,+Cambridge,+MA+02138/@42.3741465,-71.1132964,17z/data=!4m6!3m5!1s0x89e37745be2584c3:0x527bf355e32f9d3d!8m2!3d42.3741465!4d-71.1107215!16s/g/11c4gnm2t4?entry=ttu",https://www.cambridgema.gov/-/media/Images/cambridgepubliclibrary/libcaleventimages/16707227.jpg
"June 22, 2026",Monday,Bluegrass: Sam Reid & The Riot Act,Remnant Satellite,877 Cambridge St.,20:00,22:30,1782172800,Sam Reid and the Riot Act is an American roots and bluegrass band that is acoustic guitar driven.,0,,,,https://www.remnantsomerville.com/live/bluegrass-every-monday-tznjf-45rmf,,"https://www.google.com/maps/place/877+Cambridge+St/@42.372758,-71.091455,17z/data=!3m1!4b1!4m2!3m1!1s0x89e370b40295a6f3:0xe4ad4d04107faf2f",http://static1.squarespace.com/static/5f8064635ef8ee4fb4a00e97/66004afeb6537f3f88ac609d/69fd1666e1129e5f0c8e0386/1778194332938/Bluegrass_BBQ++2026.pdf.png?format=1500w
